ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001127602-22-018647,2038095,Class A Common Stock,,14931.0,,,I,,By Assoc II/Daughter 1,F10,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018647,2038096,Class A Common Stock,,3056.0,,,I,,By Assoc II/Daughter 1,F11,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018647,2038097,Class A Common Stock,,1806.0,,,I,,By Assoc II/Daughter 1,F13,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018647,2038092,Class A Common Stock,,16738.0,,,I,,By Assoc II/Daughter 2,F10,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038232,Class A Common Stock,,32395.0,,,I,,By Assoc II/Spouse,F4,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038233,Class A Common Stock,,6613.0,,,I,,By Spouse/Trust,F5,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038234,Class A Common Stock,,2191.0,,,I,,By Trust/Daughter 1,F6,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038235,Class A Common Stock,,2191.0,,,I,,By Trust/Daughter 2,F7,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038236,Class A Common Stock,,2046.0,,,I,,By Trust (Daughter 2),F8,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038237,Class A Common Stock,,200.0,,,I,,By Trust/Daughter 2,F9,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038244,Class A Common Stock,,1975.0,,,I,,By RMI (Delaware),F14,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038239,Class A Common Stock,,4944.0,,,I,,By Assoc II/Daughter 2,F11,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038240,Class A Common Stock,,4133.0,,,I,,By Trust (Daughter 1),F12,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038241,Class A Common Stock,,14931.0,,,I,,By Assoc II/Daughter 1,F10,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038242,Class A Common Stock,,3056.0,,,I,,By Assoc II/Daughter 1,F11,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038243,Class A Common Stock,,1806.0,,,I,,By Assoc II/Daughter 1,F13,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018645,2038238,Class A Common Stock,,16738.0,,,I,,By Assoc II/Daughter 2,F10,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018643,2037876,Class A Common Stock,,722.0,,,D,,By RAII,F4,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018643,2037877,Class A Common Stock,,2058.0,,,I,,By Spouse/Co-Trustee for Child1/RAII,F5,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018643,2037878,Class A Common Stock,,3266.0,,,I,,By Spouse/Co-Trustee for Child1/Trust,F6,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018643,2037883,Class A Common Stock,,563.0,,,I,,,,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018643,2037880,Class A Common Stock,,500.0,,,I,,By RAII/Spouse,F8,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018643,2037881,Class A Common Stock,,8381.0,,,I,,By Spouse/Co-Trustee for Child2/RAII,F5,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018643,2037882,Class A Common Stock,,3118.0,,,I,,By Spouse/Co-Trustee for Child2/Trust,F6,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018643,2037879,Class A Common Stock,,645.0,,,I,,By Spouse,F7,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001415889-22-007292,2038290,Class A Common Stock,,20735.38,F2,,I,,By 401(k) Plan,,05-JUL-2022,30-JUN-2022,,,,,,4,921557,REPUBLIC BANCORP INC /KY/,RBCAA,,0000921557,RBCAA,,,2022-07-05
0001127602-22-018641,2038138,Class A Common Stock,,722.0,,,I,,By Spouse,F4,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018641,2038139,Class A Common Stock,F5,2058.0,,,I,,By RAII/Spouse,F6,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018641,2038140,Class A Common Stock,,645.0,,,I,,Trust/Child1,F7,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018641,2038145,Class A Common Stock,,3118.0,,,I,,,,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018641,2038142,Class A Common Stock,F5,500.0,,,D,,By RAII,F9,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018641,2038143,Class A Common Stock,F5,8381.0,,,I,,Trust/Child2,F7,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018641,2038144,Class A Common Stock,,563.0,,,I,,Trust/RAII/Child2,F8,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018641,2038141,Class A Common Stock,,3266.0,,,I,,Trust/RAII/Child1,F8,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018639,2038016,Common Stock,,1020.48,,,I,,Christine Schmidt IRA,,05-JUL-2022,30-JUN-2022,,,,,,4,37472,FLEXSTEEL INDUSTRIES INC,FLXS,,0000037472,FLXS,,,2022-07-05
0001127602-22-018638,2038170,Class A Common Stock,,1975.0,,,I,,AMR - RMI (Delaware),F5,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018638,2038171,Class A Common Stock,,15964.0,,,I,,By Spouse/Trust 2 (Sr.),F6,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018638,2038173,Class A Common Stock,,14313.0,,,I,,BTR-Class A Trust,F8,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018638,2038174,Class A Common Stock,,34936.0,,,I,,VGR - Trust,F9,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018638,2038169,Class A Common Stock,,14160.0,,,I,,AMR - IRA,F4,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018638,2038172,Class A Common Stock,,9600.0,,,I,,AMR - Trust3 (GC),F7,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018636,2038341,Class A Common Stock,,14160.0,,,I,,AMR - IRA,F4,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018636,2038342,Class A Common Stock,,1975.0,,,I,,AMR - RMI (Delaware),F5,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018636,2038346,Class A Common Stock,,34936.0,,,I,,VGR - Trust,F8,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018636,2038344,Class A Common Stock,,9600.0,,,I,,AMR - Trust3 (Grandchildren),F7,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018636,2038345,Class A Common Stock,,14313.0,,,I,,BTR - Class A Trust,,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018636,2038343,Class A Common Stock,,15964.0,,,I,,AMR - Trust2 (SR),F6,05-JUL-2022,01-JUL-2022,,,,,,4,789933,NACCO INDUSTRIES INC,NC,,0000789933,NC,,,2022-07-05
0001127602-22-018622,2038286,Common Stock,,71283.0,,,D,,,,05-JUL-2022,30-JUN-2022,,,,,,4,1000697,WATERS CORP /DE/,WAT,,0001000697,WAT,,,2022-07-05
0001209191-22-040445,2038310,Common Stock,,1246.0,F4,,I,,By ESOP,,05-JUL-2022,30-JUN-2022,,,0,,,4,891024,"PATTERSON COMPANIES, INC.",PDCO,,0000891024,,,,2022-07-05
0001127602-22-018621,2038055,Common Stock,,448.0,,,D,,,,05-JUL-2022,30-JUN-2022,,,,,,4,1000697,WATERS CORP /DE/,WAT,,0001000697,WAT,,,2022-07-05
0001127602-22-018620,2038260,Common Stock,,740.0,,,D,,,,05-JUL-2022,30-JUN-2022,,,,,,4,1000697,WATERS CORP /DE/,WAT,,0001000697,WAT,,,2022-07-05
0001935774-22-000001,2037899,Class A Subordinate Voting Shares,,511400.0,,,I,,,,05-JUL-2022,25-JUN-2022,,0.0,,,,3,1848416,Verano Holdings Corp.,VRNOF,,0001848416,VRNOF,,,2022-07-05
0001935774-22-000001,2037898,Class A Subordinate Voting Shares,,2816823.0,,,D,,By Trust,,05-JUL-2022,25-JUN-2022,,0.0,,,,3,1848416,Verano Holdings Corp.,VRNOF,,0001848416,VRNOF,,,2022-07-05
0000109563-22-000069,2038068,Common Stock,,19357.0,,,D,,,,05-JUL-2022,30-JUN-2022,,,0,,,4,109563,APPLIED INDUSTRIAL TECHNOLOGIES INC,AIT,,0000109563,AIT,,,2022-07-05
0001209191-22-040440,2037894,Class A Common Stock,,13600.0,,,I,,See footnote.,F2,05-JUL-2022,30-JUN-2022,,,0,,,4,1099160,BEASLEY BROADCAST GROUP INC,BBGI,,0001099160,BBGI,,,2022-07-05
0001415889-22-007266,2037873,Common Stock,,2500.0,F2,,I,,By Maxsim Charitable Remainder Trust,,05-JUL-2022,30-JUN-2022,,,,,,4,1063761,SIMON PROPERTY GROUP INC /DE/,SPG,,0001063761,SPG-PJ,,,2022-07-05
0001415889-22-007266,2037871,Common Stock,,2500.0,,,I,,By Spouse,,05-JUL-2022,30-JUN-2022,,,,,,4,1063761,SIMON PROPERTY GROUP INC /DE/,SPG,,0001063761,SPG-PJ,,,2022-07-05
0001415889-22-007266,2037872,Common Stock,,5000.0,F2,,I,,By Leibowitz Foundation,,05-JUL-2022,30-JUN-2022,,,,,,4,1063761,SIMON PROPERTY GROUP INC /DE/,SPG,,0001063761,SPG-PJ,,,2022-07-05
0001415889-22-007266,2037874,Common Stock,,1400.0,F2,,I,,By trusts,,05-JUL-2022,30-JUN-2022,,,,,,4,1063761,SIMON PROPERTY GROUP INC /DE/,SPG,,0001063761,SPG-PJ,,,2022-07-05
0001207097-22-000255,2037962,Common Stock,,14.0,"F2, F1",,I,,Spouse,,05-JUL-2022,01-JUL-2022,,,0,,,4,919567,"RENN Fund, Inc.",RCG,,0000919567,RCG,,,2022-07-05
0001163609-22-000028,2038326,Class A Capital Units,,12500.0,,,I,,,,05-JUL-2022,21-JUN-2022,,0.0,,,,3,1163609,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,N.A.,,0001163609,SDSYA,,,2022-07-05
0001163609-22-000028,2038325,Class A Capital Units,,31000.0,,,D,,By Mr. Welter's wife,,05-JUL-2022,21-JUN-2022,,0.0,,,,3,1163609,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,N.A.,,0001163609,SDSYA,,,2022-07-05
0001209191-22-040429,2038008,Class A Common Stock,,14600.0,,,I,,See footnote.,F2,05-JUL-2022,30-JUN-2022,,,0,,,4,1099160,BEASLEY BROADCAST GROUP INC,BBGI,,0001099160,BBGI,,,2022-07-05
0001163609-22-000026,2038168,Class A Capital Units,,7500.0,,,I,,By Craig Converse Living Trust,,05-JUL-2022,21-JUN-2022,,0.0,,,,3,1163609,SOUTH DAKOTA SOYBEAN PROCESSORS LLC,N.A.,,0001163609,SDSYA,,,2022-07-05
0001628280-22-018431,2038217,Common Stock,,3967.0,,,D,,By Seaberg MGP Holdings,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001628280-22-018431,2038216,Common Stock,,96.0,,,I,,By husband,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001628280-22-018431,2038218,Common Stock,,400920.0,,,I,,,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001628280-22-018430,2038329,Common Stock,,62922.0,,,I,,by GST trust for MH,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001628280-22-018430,2038333,Common Stock,,59188.0,,,I,,,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001628280-22-018430,2038332,Common Stock,,2313672.0,,,I,,Cloud Cray Family Trust,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001628280-22-018430,2038331,Common Stock,,172012.0,,,I,,by Cray MGP Holdings LP,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001628280-22-018430,2038327,Common Stock,,90335.0,,,I,,by IRA,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001628280-22-018430,2038328,Common Stock,,400920.0,,,I,,By Seaberg MGP Holdings,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001628280-22-018430,2038330,Common Stock,,2088.0,,,D,,by trust,,05-JUL-2022,01-JUL-2022,,,0,,,4,835011,MGP INGREDIENTS INC,MGPI,,0000835011,MGPI,,,2022-07-05
0001207097-22-000254,2038045,Common Stock,,60.0,F1,,I,,SPOUSE,,05-JUL-2022,01-JUL-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-07-05
0001207097-22-000254,2038042,Common Stock,,103805.0,F1,,I,,"HORIZON KINETICS HARD ASSETS, LLC",,05-JUL-2022,01-JUL-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-07-05
0001207097-22-000254,2038043,Common Stock,,2484.0,F1,,I,,CDK PARTNERS LP,,05-JUL-2022,01-JUL-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-07-05
0001207097-22-000254,2038044,Common Stock,,5549.0,F1,,I,,CDK FUND LTD,,05-JUL-2022,01-JUL-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-07-05
0001209191-22-040411,2038061,Common Stock,,124911.0,,,D,,,,05-JUL-2022,30-JUN-2022,,,0,,,4,56873,KROGER CO,KR,,0000056873,KR,,,2022-07-05
0001209191-22-040409,2038182,Common Stock,,0.0,,,D,,,,05-JUL-2022,20-JUN-2022,,0.0,,,,3,1320854,"FreightCar America, Inc.",RAIL,,0001320854,RAIL,,,2022-07-05
0001415889-22-007256,2037909,Class A Common Stock,,4841.59,F2,,I,,By 401(k) Plan,,05-JUL-2022,30-JUN-2022,,,,,,4,921557,REPUBLIC BANCORP INC /KY/,RBCAA,,0000921557,RBCAA,,,2022-07-05
0001415889-22-007254,2038194,Class A Common Stock,,10000.0,,,I,,By Delaware Trust,F1,05-JUL-2022,30-JUN-2022,,,,,,4,921557,REPUBLIC BANCORP INC /KY/,RBCAA,,0000921557,RBCAA,,,2022-07-05
0001437749-22-016509,2038050,"Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP",,43216.0,,,I,,By T J Siskomat Partners,F2,05-JUL-2022,30-JUN-2022,,,,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,"Vice President of the Managing Member of the General Partner of Everflow Eastern Partners, L.P.",0000868082,,,,2022-07-05
0001437749-22-016509,2038051,"Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP",,508.0,,,I,,By Daughter Jennah L. Siskovic,,05-JUL-2022,30-JUN-2022,,,,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,"Vice President of the Managing Member of the General Partner of Everflow Eastern Partners, L.P.",0000868082,,,,2022-07-05
0001437749-22-016509,2038052,"Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP",,543.0,,,I,,By Canfield Energy Ltd.,F3,05-JUL-2022,30-JUN-2022,,,,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,"Vice President of the Managing Member of the General Partner of Everflow Eastern Partners, L.P.",0000868082,,,,2022-07-05
0001437749-22-016509,2038053,"Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP",,1433.0,,,I,,By Wahoo Energy LLC,F4,05-JUL-2022,30-JUN-2022,,,,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,"Vice President of the Managing Member of the General Partner of Everflow Eastern Partners, L.P.",0000868082,,,,2022-07-05
0001437749-22-016509,2038049,"Equivalent Units of Everflow Eastern Partners, L.P.",,16774.5,,,I,,"By Everflow Management Limited, LLC",F1,05-JUL-2022,30-JUN-2022,,,,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,"Vice President of the Managing Member of the General Partner of Everflow Eastern Partners, L.P.",0000868082,,,,2022-07-05
0001437749-22-016508,2038315,"Equivalent Units of Everflow Eastern Partners, L.P.",,16774.5,,,I,,"By Everflow Management Limited, LLC",F1,05-JUL-2022,30-JUN-2022,,,,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,"Vice President, Secretary-Treasurer, and Principal Financial and Accounting Officer of the Managing Member of the General Partner of Everflow Eastern Partners, L.P.",0000868082,,,,2022-07-05
0001437749-22-016508,2038316,"Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP",,1433.0,,,I,,By Wahoo Energy LLC,F2,05-JUL-2022,30-JUN-2022,,,,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,"Vice President, Secretary-Treasurer, and Principal Financial and Accounting Officer of the Managing Member of the General Partner of Everflow Eastern Partners, L.P.",0000868082,,,,2022-07-05
0001437749-22-016507,2038374,"Units of Ltd Prtnrshp Intrst of Everflow Eastern Partnrs, LP",,1433.0,,,I,,By Wahoo Energy LLC,F2,05-JUL-2022,30-JUN-2022,,,,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,"President and Chief Executive Officer of the Managing Member of the General Partner of Everflow Eastern Partners, L.P.",0000868082,,,,2022-07-05
0001437749-22-016507,2038373,"Equivalent Units of Everflow Eastern Partners, L.P.",,16774.5,,,I,,"By Everflow Management Limited, LLC",F1,05-JUL-2022,30-JUN-2022,,,,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,"President and Chief Executive Officer of the Managing Member of the General Partner of Everflow Eastern Partners, L.P.",0000868082,,,,2022-07-05
0001415889-22-007237,2038062,Class A Common Stock,,573.97,F2,,I,,By 401(k) Plan,,05-JUL-2022,30-JUN-2022,,,,,,4,921557,REPUBLIC BANCORP INC /KY/,RBCAA,,0000921557,RBCAA,,,2022-07-05
0000877890-22-000064,2038012,Common Stock,,30718.0,F3,,I,,The 2019 Calderoni Family Trust,,05-JUL-2022,01-JUL-2022,,,0,,,4,877890,CITRIX SYSTEMS INC,CTXS,,0000877890,,,,2022-07-05
0001062993-22-015806,2037984,Humana Common,,19448.0,,,D,,,,05-JUL-2022,30-JUN-2022,,,,,,4,49071,HUMANA INC,HUM,,0000049071,HUM,,,2022-07-05
0001127602-22-018591,2038294,Common Stock,,3518.0,,,I,,By Thomas J. Neff Revocable Trust,F1,05-JUL-2022,30-JUN-2022,,,,,,4,1481646,"Accolade, Inc.",ACCD,,0001481646,,,,2022-07-05
0000950142-22-002089,2038132,"Common Stock, par value $0.001 per share",,431666.7,,,D,,,,05-JUL-2022,24-JUN-2022,,0.0,,,,3,1849089,"Lafayette Square USA, Inc.",NONE,,0001849089,,,,2022-07-05
0001415889-22-007233,2038323,Common Stock,,8139.0,,,I,,By Trust,F3,05-JUL-2022,30-JUN-2022,,,,,,4,1528849,RH,RH,,0001528849,RH,,,2022-07-05
0001415889-22-007233,2038324,Common Stock,,34425.0,,,I,,By Trust,F4,05-JUL-2022,30-JUN-2022,,,,,,4,1528849,RH,RH,,0001528849,RH,,,2022-07-05
0001415889-22-007227,2038350,Class A Common Stock,,9461.0,,,I,,By 401(k) Plan,,05-JUL-2022,30-JUN-2022,,,,,,4,921557,REPUBLIC BANCORP INC /KY/,RBCAA,,0000921557,RBCAA,,,2022-07-05
0001415889-22-007225,2038264,Class A Common Stock,,3954.0,,,I,,By 401(k) Plan,,05-JUL-2022,30-JUN-2022,,,,,,4,921557,REPUBLIC BANCORP INC /KY/,RBCAA,,0000921557,RBCAA,,,2022-07-05
0001415889-22-007223,2037861,Class A Common Stock,,946.99,F2,,I,,By 401(k) Plan,,05-JUL-2022,30-JUN-2022,,,,,,4,921557,REPUBLIC BANCORP INC /KY/,RBCAA,,0000921557,RBCAA,,,2022-07-05
0001654954-22-009221,2037953,Variable Rate Demand Preferred Shares,,3564.0,F1,,D,"F2, F3",,,05-JUL-2022,22-JUN-2022,,0.0,,,,3,883412,"BLACKROCK MUNIYIELD QUALITY FUND III, INC.",MYI,"Note: File three copies of this Form, one of which must be manually signed. If space is insufficient, See Instruction 6 for procedure. Potential persons who are to respond to the collection of information contained in this form are not required to respond unless the form displays a currently valid OMB number.",0000883412,MYI,,,2022-07-05
0001654954-22-009220,2038136,Variable Rate Demand Preferred Shares,,826.0,F1,,D,"F2, F3",,,05-JUL-2022,22-JUN-2022,,0.0,,,,3,891038,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,MPA,"Note: File three copies of this Form, one of which must be manually signed. If space is insufficient, See Instruction 6 for procedure. Potential persons who are to respond to the collection of information contained in this form are not required to respond unless the form displays a currently valid OMB number.",0000891038,MPA,,,2022-07-05
0001654954-22-009219,2038283,Variable Rate Demand Preferred Shares,,2319.0,F1,,D,"F2, F3",,,05-JUL-2022,16-JUN-2020,,0.0,,,,3,890393,"BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC.",MIY,"Note: File three copies of this Form, one of which must be manually signed. If space is insufficient, See Instruction 6 for procedure. Potential persons who are to respond to the collection of information contained in this form are not required to respond unless the form displays a currently valid OMB number.",0000890393,MIY,,,2022-07-05
0001654954-22-009218,2038392,Variable Rate Demand Preferred Shares,,2477.0,F1,,D,"F2, F3",,,05-JUL-2022,22-JUN-2022,,0.0,,,,3,882150,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC.",MYN,"Note: File three copies of this Form, one of which must be manually signed. If space is insufficient, See Instruction 6 for procedure. Potential persons who are to respond to the collection of information contained in this form are not required to respond unless the form displays a currently valid OMB number.",0000882150,MYN,,,2022-07-05
0001654954-22-009217,2038175,Variable Rate Demand Preferred Shares,,116.0,F1,,D,"F2, F3",,,05-JUL-2022,16-JUN-2020,,0.0,,,,3,883412,"BLACKROCK MUNIYIELD QUALITY FUND III, INC.",MYI,"Note: File three copies of this Form, one of which must be manually signed. If space is insufficient, See Instruction 6 for procedure. Potential persons who are to respond to the collection of information contained in this form are not required to respond unless the form displays a currently valid OMB number.",0000883412,MYI,,,2022-07-05
0001209191-22-040393,2038385,Common Stock,,16000.0,,,I,,See footnote.,F2,05-JUL-2022,01-JUL-2022,,,0,,,4,1404655,HUBSPOT INC,HUBS,,0001404655,HUBS,,,2022-07-05
0001209191-22-040393,2038386,Common Stock,,26000.0,,,I,,See footnote.,F3,05-JUL-2022,01-JUL-2022,,,0,,,4,1404655,HUBSPOT INC,HUBS,,0001404655,HUBS,,,2022-07-05
0001501570-22-000101,2037936,Common Stock,,5750.0,,,I,,,,05-JUL-2022,01-JUL-2022,,,0,,,4,1501570,"Veritex Holdings, Inc.",VBTX,,0001501570,VBTX,,,2022-07-05
0001501570-22-000101,2037935,Common Stock,,154431.0,,,D,F1,By The Holland III FLP,,05-JUL-2022,01-JUL-2022,,,0,,,4,1501570,"Veritex Holdings, Inc.",VBTX,,0001501570,VBTX,,,2022-07-05
