ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001246360-20-001753,239165,Common Stock,,5.15,F1,,,I,,By Savings Plan,,03-NOV-2020,02-NOV-2020,,,false,,,4,1024478,"ROCKWELL AUTOMATION, INC",ROK,,0001024478,ROK,,,2020-11-03
0001246360-20-001752,173995,Common Stock,,467.28,F1,,,I,,By Savings Plan,,03-NOV-2020,02-NOV-2020,,,false,,,4,1024478,"ROCKWELL AUTOMATION, INC",ROK,,0001024478,ROK,,,2020-11-03
0001246360-20-001752,173994,Common Stock,,37.0,,,,I,,By wife,,03-NOV-2020,02-NOV-2020,,,false,,,4,1024478,"ROCKWELL AUTOMATION, INC",ROK,,0001024478,ROK,,,2020-11-03
0001127602-20-028019,267389,Common - 401(k),,29081.23,F1,,,I,,Through 401(k) Plan,,03-NOV-2020,01-NOV-2020,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2020-11-03
0001127602-20-028019,267388,Common Stock,,470.12,F1,,,I,,By Family Trusts,,03-NOV-2020,01-NOV-2020,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2020-11-03
0001025996-20-000174,147171,No securities are beneficially owned,,0.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,0.0,,,,3,1493976,"Kilroy Realty, L.P.",KRLP,Exhibit 24 - Power of Attorney for Louisa Ritter,0001493976,,,,2020-11-03
0001225208-20-012959,148236,Common Stock,,3000.0,,,,I,,by Sanfilippo Family Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,901491,PAPA JOHNS INTERNATIONAL INC,PZZA,,0000901491,PZZA,,,2020-11-03
0001025996-20-000173,127029,No securities are beneficially owned,,0.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,0.0,,,,3,1025996,KILROY REALTY CORP,NYSE: KRC,Exhibit 24 - Power of Attorney for Louisa Ritter,0001025996,KRC,,,2020-11-03
0001127602-20-028017,263416,Common Stock,,1540.0,,,,I,,By Family Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,50863,INTEL CORP,INTC,,0000050863,INTC,,,2020-11-03
0000723612-20-000102,248736,Common Stock,,2476.0,,,,I,,By 401(k),,03-NOV-2020,01-NOV-2020,,,0,,,4,723612,"AVIS BUDGET GROUP, INC.",CAR,,0000723612,CAR,,,2020-11-03
0001127602-20-028015,157916,Common - 401(k),,38810.48,,,,I,,through 401K Plan,,03-NOV-2020,01-NOV-2020,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2020-11-03
0000937098-20-000259,156068,Common Stock,,43092.0,F1,,,D,,,,03-NOV-2020,26-OCT-2020,,0.0,,,,3,937098,"TRINET GROUP, INC.",TNET,,0000937098,TNET,,,2020-11-03
0001127602-20-028012,177200,Common Stock,,20.0,,,,I,,By Son,,03-NOV-2020,30-OCT-2020,,,,,,4,50863,INTEL CORP,INTC,,0000050863,INTC,,,2020-11-03
0001127602-20-028012,177199,Common Stock,,15.0,,,,I,,By Daughter,,03-NOV-2020,30-OCT-2020,,,,,,4,50863,INTEL CORP,INTC,,0000050863,INTC,,,2020-11-03
0000014272-20-000275,148460,"Common Stock, $0.10 par value",,1966.0,F3,,,I,,401(k),,03-NOV-2020,30-OCT-2020,,,0,,,4,14272,BRISTOL MYERS SQUIBB CO,BMY,,0000014272,CELG-RI,,,2020-11-03
0001246360-20-001751,132774,Common Stock,,672.45,,,,I,F1,By Savings Plan,,03-NOV-2020,02-NOV-2020,,,false,,,4,1024478,"ROCKWELL AUTOMATION, INC",ROK,,0001024478,ROK,,,2020-11-03
0001127602-20-028010,162737,Common - 401(k),,16204.92,F1,,,I,,through 401K Plan,,03-NOV-2020,01-NOV-2020,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2020-11-03
0000014272-20-000274,196036,"Common Stock, $0.10 par value",,613.0,F3,,,I,,401(k),,03-NOV-2020,30-OCT-2020,,,0,,,4,14272,BRISTOL MYERS SQUIBB CO,BMY,,0000014272,CELG-RI,,,2020-11-03
0001209191-20-056624,195627,Common Stock,,3538214.0,,,,I,,See footnote,F6,03-NOV-2020,01-NOV-2020,,,0,,,4,1262039,"Fortinet, Inc.",FTNT,,0001262039,FTNT,,,2020-11-03
0001209191-20-056624,195628,Common Stock,,1991686.0,,,,I,,See footnote,F7,03-NOV-2020,01-NOV-2020,,,0,,,4,1262039,"Fortinet, Inc.",FTNT,,0001262039,FTNT,,,2020-11-03
0001127602-20-028009,212053,Common - 401(k),,12604.54,F1,,,I,,through 401K Plan,,03-NOV-2020,01-NOV-2020,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2020-11-03
0001127602-20-028009,212052,Common Stock,,205.12,F1,,,I,,By Spouse,,03-NOV-2020,01-NOV-2020,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2020-11-03
0000913760-20-000178,247400,Common Stock,,2100.0,,,,I,,By Spouse,,03-NOV-2020,30-OCT-2020,,,0,,,4,913760,StoneX Group Inc.,SNEX,,0000913760,SNEX,,,2020-11-03
0001437749-20-022383,162098,Common Stock,,4523.0,F5,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0001209191-20-056616,121825,Common Stock,,2000.0,,,,I,,By SEP,,03-NOV-2020,30-OCT-2020,,,0,,,4,799288,"LANDS' END, INC.",LE,,0000799288,LE,,,2020-11-03
0001209191-20-056616,121824,Common Stock,,3500.0,,,,I,,By IRA,,03-NOV-2020,30-OCT-2020,,,0,,,4,799288,"LANDS' END, INC.",LE,,0000799288,LE,,,2020-11-03
0000814453-20-000238,203483,Common Stock,,400000.0,,,,I,,Charitable Foundation,,03-NOV-2020,30-OCT-2020,,,0,,,4,814453,NEWELL BRANDS INC.,NWL,"Brett Icahn may be deemed to be a member of a ""group"" (within the meaning of Section 13(d)(3) of the Act) with Carl Icahn and certain of Carl Icahn's controlled entities. Brett Icahn does not have any pecuniary interest in any shares beneficially owned by Carl Icahn, and Brett Icahn disclaims beneficial ownership of such shares.",0000814453,NWL,,,2020-11-03
0001437749-20-022382,137156,Common Stock,,4523.0,F3,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0001437749-20-022382,137157,Common Stock,,643720.0,F4,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0000913760-20-000175,205794,Common Stock,,424515.0,,,,I,,Through Basic Management Company Inc.,,03-NOV-2020,30-OCT-2020,,,0,,,4,913760,StoneX Group Inc.,SNEX,,0000913760,SNEX,,,2020-11-03
0001437749-20-022380,159677,Common Stock,,2570.0,F4,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0001437749-20-022380,159676,Common Stock,,4523.0,F3,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0001437749-20-022379,196825,Common Stock,,4523.0,F3,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0001437749-20-022378,206785,Common Stock,,4523.0,F3,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0001437749-20-022378,206786,Common Stock,,6998.0,F4,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0001437749-20-022377,134830,Common Stock,,7924.0,F4,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0001437749-20-022377,134829,Common Stock,,4523.0,F3,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1722684,"WYNDHAM HOTELS & RESORTS, INC.",WH,,0001722684,WH,,,2020-11-03
0001123292-20-001149,154279,Common Stock,,7771.0,,,,D,,,,03-NOV-2020,29-OCT-2020,,,,,,4,861884,RELIANCE STEEL & ALUMINUM CO,RS,,0000861884,RS,,,2020-11-03
0001127602-20-028007,124854,Common Stock,,37468.0,,,,I,,Irrev Trust For Self,,03-NOV-2020,30-OCT-2020,,,,,,4,22356,COMMERCE BANCSHARES INC /MO/,CBSH,,0000022356,CBSH,,,2020-11-03
0001127602-20-028007,124855,Common Stock,,6599.0,,,,I,,Nicolas Kemper Irrev Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,22356,COMMERCE BANCSHARES INC /MO/,CBSH,,0000022356,CBSH,,,2020-11-03
0001127602-20-028007,124856,Common Stock,,36801.0,,,,I,,Nicolas Kemper Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,22356,COMMERCE BANCSHARES INC /MO/,CBSH,,0000022356,CBSH,,,2020-11-03
0001127602-20-028007,124852,Common Stock,,9599.0,,,,I,,David BR Kemper Irrev Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,22356,COMMERCE BANCSHARES INC /MO/,CBSH,,0000022356,CBSH,,,2020-11-03
0001127602-20-028007,124850,Common Stock,,58994.0,,,,I,,401(k),,03-NOV-2020,30-OCT-2020,,,,,,4,22356,COMMERCE BANCSHARES INC /MO/,CBSH,,0000022356,CBSH,,,2020-11-03
0001127602-20-028007,124851,Common Stock,,17716.0,,,,I,,Charlotte Kemper Irrev Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,22356,COMMERCE BANCSHARES INC /MO/,CBSH,,0000022356,CBSH,,,2020-11-03
0001127602-20-028007,124853,Common Stock,,149788.0,,,,I,,Exec Comp Plan,,03-NOV-2020,30-OCT-2020,,,,,,4,22356,COMMERCE BANCSHARES INC /MO/,CBSH,,0000022356,CBSH,,,2020-11-03
0001127602-20-028007,124857,Common Stock,,211996.0,,,,I,,Tower Properties Co,,03-NOV-2020,30-OCT-2020,,,,,,4,22356,COMMERCE BANCSHARES INC /MO/,CBSH,,0000022356,CBSH,,,2020-11-03
0000899243-20-030223,226439,Common Stock,,1410.0,,,,I,,By spouse,,03-NOV-2020,30-OCT-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2020-11-03
0000899243-20-030223,226442,Common Stock,,400.0,,,,I,,By child,F6,03-NOV-2020,30-OCT-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2020-11-03
0000899243-20-030223,226441,Common Stock,,400.0,,,,I,,By child,F5,03-NOV-2020,30-OCT-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2020-11-03
0000899243-20-030223,226440,Common Stock,,400.0,,,,I,,By child,F4,03-NOV-2020,30-OCT-2020,,,0,,,4,1771515,Grocery Outlet Holding Corp.,GO,,0001771515,GO,,,2020-11-03
0001209191-20-056600,208419,Common Stock,,1410.0,,,,I,,By spouse,F3,03-NOV-2020,01-NOV-2020,,,0,,,4,836157,LINDSAY CORP,LNN,,0000836157,LNN,,,2020-11-03
0001567619-20-018608,143969,Common Stock,,0.0,,,,D,,,,03-NOV-2020,02-NOV-2020,,0.0,,,,3,33992,"KINGSTONE COMPANIES, INC.",KINS,,0000033992,KINS,,,2020-11-03
0001551986-20-000293,221128,Common stock,,21485.0,,,,I,,by spouse,,03-NOV-2020,30-OCT-2020,,,0,,,4,1551986,"9 METERS BIOPHARMA, INC.",NMTR,,0001551986,,,,2020-11-03
0001062993-20-005358,208512,Common Stock,,7396.0,,,,I,,By 401(k),,03-NOV-2020,03-NOV-2020,,,,,,4,29905,DOVER Corp,DOV,,0000029905,DOV,,,2020-11-03
0001306830-20-000206,149185,Common Stock,,548.8,,,,I,,by 401(k) Plan,,03-NOV-2020,02-NOV-2020,,,0,,,4,1306830,Celanese Corp,CE,,0001306830,CE,,,2020-11-03
0001209191-20-056586,254165,Common Stock,,15238782.0,,,,I,F2,By LP,F2,03-NOV-2020,30-OCT-2020,,,0,,,4,1717452,"Odonate Therapeutics, Inc.",ODT,,0001717452,,,,2020-11-03
0001062993-20-005356,116029,Common Stock,,4263.0,,,,I,,By 401(k),,03-NOV-2020,02-NOV-2020,,,,,,4,732712,VERIZON COMMUNICATIONS INC,VZ,,0000732712,VZ,,,2020-11-03
0001604627-20-000030,187277,Common Stock,,4000000.0,,,,I,,by TRUST,F2,03-NOV-2020,30-OCT-2020,,,0,,,4,1604627,"KushCo Holdings, Inc.",KSHB,,0001604627,,,,2020-11-03
0001209191-20-056583,142075,Common Stock,,15238782.0,,,,I,F2,By LP,F2,03-NOV-2020,30-OCT-2020,,,0,,,4,1717452,"Odonate Therapeutics, Inc.",ODT,,0001717452,,,,2020-11-03
0001127602-20-027994,226969,Common Stock,,20000.0,,,,I,,2020 GRAT,,03-NOV-2020,06-OCT-2020,,,,,,4,1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,,0001100682,CRL,,,2020-11-03
0001127602-20-027994,226971,Common Stock,,750.0,,,,I,,By Trust,,03-NOV-2020,06-OCT-2020,,,,,,4,1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,,0001100682,CRL,,,2020-11-03
0001127602-20-027994,226972,Common Stock,,2250.0,,,,I,,By Trust,,03-NOV-2020,06-OCT-2020,,,,,,4,1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,,0001100682,CRL,,,2020-11-03
0001127602-20-027994,226973,Common Stock,,10000.0,,,,I,,Held By Spouse,,03-NOV-2020,06-OCT-2020,,,,,,4,1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,,0001100682,CRL,,,2020-11-03
0001127602-20-027994,226968,Common Stock,,25000.0,,,,I,,2019 GRAT,,03-NOV-2020,06-OCT-2020,,,,,,4,1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,,0001100682,CRL,,,2020-11-03
0001127602-20-027994,226967,Common Stock,,12800.0,,,,I,,2018 GRAT,,03-NOV-2020,06-OCT-2020,,,,,,4,1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,,0001100682,CRL,,,2020-11-03
0001127602-20-027994,226970,Common Stock,,340.0,,,,I,,By Trust,,03-NOV-2020,06-OCT-2020,,,,,,4,1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",CRL,,0001100682,CRL,,,2020-11-03
0001179110-20-010743,215531,Common Stock,,1000.0,,,,I,,By Spouse IRA,,03-NOV-2020,03-NOV-2020,,,0,,,4,1341317,Bridgewater Bancshares Inc,BWB,,0001341317,BWBBP,,,2020-11-03
0001225208-20-012955,260513,Common Stock,,27460.0,,,,D,,By SAIC Retirement Plan,,03-NOV-2020,30-OCT-2020,,,,,,4,1571123,Science Applications International Corp,SAIC,,0001571123,SAIC,,,2020-11-03
0001225208-20-012955,260514,Common Stock,,4685.15,,,,I,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1571123,Science Applications International Corp,SAIC,,0001571123,SAIC,,,2020-11-03
0001225208-20-012954,145460,Common Stock,,19745.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1571123,Science Applications International Corp,SAIC,,0001571123,SAIC,,,2020-11-03
0001225208-20-012953,165299,Common Stock,,1734.26,,,,D,,By Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,1571123,Science Applications International Corp,SAIC,,0001571123,SAIC,,,2020-11-03
0001225208-20-012953,165300,Common Stock,,21392.0,,,,I,,,,03-NOV-2020,30-OCT-2020,,,,,,4,1571123,Science Applications International Corp,SAIC,,0001571123,SAIC,,,2020-11-03
0001562180-20-006515,247864,Class A Common,,400.0,,,,D,,By LLC managed by Reporting Person,F3,03-NOV-2020,02-NOV-2020,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2020-11-03
0001562180-20-006515,247865,Class A Common,,44248.0,,,,I,,By spouse as custodian for children under UGTMA,,03-NOV-2020,02-NOV-2020,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2020-11-03
0001562180-20-006515,247869,Class A Common,,2532.0,,,,I,,,,03-NOV-2020,02-NOV-2020,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2020-11-03
0001562180-20-006515,247867,Class A Common,,54127.0,,,,I,,Custodian for children under UGTMA,,03-NOV-2020,02-NOV-2020,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2020-11-03
0001562180-20-006515,247868,Class A Common,,3656.0,,,,I,,As trustee in trust for children,,03-NOV-2020,02-NOV-2020,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2020-11-03
0001562180-20-006515,247866,Class A Common,,23487.0,,,,I,,By Foundation managed by Reporting Person,,03-NOV-2020,02-NOV-2020,,,false,,,4,949870,BOSTON BEER CO INC,SAM,,0000949870,SAM,,,2020-11-03
0001437749-20-022366,219431,Common Stock,,1701.0,,,,I,,401K/ESOP FBO Michael Rehm,,03-NOV-2020,24-JUL-2020,,,,,,4,835324,"Stock Yards Bancorp, Inc.",SYBT,,0000835324,SYBT,,,2020-11-03
0001127602-20-027988,183542,Common Stock,,7724.35,,,,I,,By 401(k),,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027988,183543,Common Stock,,1410637.0,,,,D,,By LP,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027988,183544,Common Stock,,1011143.0,,,,I,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027987,164156,Common Stock,,120000.0,,,,I,,By LP,,03-NOV-2020,27-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027987,164155,Common Stock,,9503.13,,,,I,,By 401(k),,03-NOV-2020,27-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027986,189653,Common Stock,,553457.0,,,,D,,By LP,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027986,189654,Common Stock,,163302.0,,,,I,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027986,189652,Common Stock,,7300.63,,,,I,,By 401(k),,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027984,160854,Common Stock,,8931.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027984,160853,Common Stock,,415.81,,,,I,,By 401(k),,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027983,141318,Common Stock,,3445.95,,,,I,,By 401(k),,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027983,141319,Common Stock,,64346.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027981,254152,Common Stock,,4169.7,,,,I,,By 401(k),,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027981,254153,Common Stock,,132237.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001225385-20-000264,187094,Common Stock,,2321.13,,,,I,,401(k) Plan,,03-NOV-2020,02-NOV-2020,,,,,,4,801337,WEBSTER FINANCIAL CORP,WBS,,0000801337,WBS-PG,,,2020-11-03
0001127602-20-027980,178958,Common Stock,,153045.0,,,,I,,By Joint Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027980,178957,Common Stock,,7028.82,,,,I,,By 401(k),,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001562180-20-006514,246582,Common Stock (k),,22015.19,,,,D,,,,03-NOV-2020,31-OCT-2020,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2020-11-03
0001562180-20-006514,246583,Common Stock,,64131.0,,,,D,,,,03-NOV-2020,31-OCT-2020,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2020-11-03
0001562180-20-006514,246581,Common Stock (k),,36265.81,,,,I,,Spouse 401(k),,03-NOV-2020,31-OCT-2020,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2020-11-03
0001562180-20-006513,262508,Common Stock (k),,10320.82,,,,D,,,,03-NOV-2020,31-OCT-2020,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2020-11-03
0001562180-20-006512,182173,Common Stock 401(k),,793.73,,,,I,,By Spouse,,03-NOV-2020,31-OCT-2020,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2020-11-03
0001562180-20-006511,260209,Common Stock (k),,5686.13,,,,D,,,,03-NOV-2020,31-OCT-2020,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2020-11-03
0001127602-20-027978,265655,Common Stock,,6814.11,,,,I,,By 401(k),,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027978,265656,Common Stock,,62963.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001654954-20-011793,210337,Common Shares,,6165.0,,,,D,,,,03-NOV-2020,06-OCT-2020,,,,,,4,1540159,"Edesa Biotech, Inc.",EDSA,,0001540159,EDSA,,,2020-11-03
0001127602-20-027977,242473,Common Stock,,29815.0,,,,I,,By Limited Partnership,F2,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027977,242474,Common Stock,,33558.0,,,,I,,By Limited Partnership,F3,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027977,242471,Common Stock,,101220.0,,,,I,,By Family Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027977,242472,Common Stock,,77011.0,,,,I,,By IRA,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027976,161227,Common Stock,,5718.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027975,233391,Common Stock,,98100.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027974,164111,Common Stock,,1000.0,,,,I,,By Spouse,,03-NOV-2020,29-JUL-2020,,,,,,4,721994,LAKELAND FINANCIAL CORP,LKFN,,0000721994,LKFN,,,2020-11-03
0001127602-20-027973,154216,Common Stock,,28700.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027971,140871,Common Stock,,290.0,,,,I,,By Spouse,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027971,140872,Common Stock,,7000.0,,,,I,,By Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027970,152106,Common Stock,,100000.0,,,,I,,By GRAT,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027970,152107,Common Stock,,200000.0,,,,I,,By Trust,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027967,126618,Common Stock,,3322.58,,,,I,,By Mother's Trust,F1,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027967,126617,Common Stock,,164329.0,,,,I,,By LLC,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027966,174351,Common Stock,,81319.0,,,,D,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027964,160911,Common Stock,,31405.0,,,,D,,By Spouse,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001127602-20-027964,160912,Common Stock,,3075.0,,,,I,,,,03-NOV-2020,30-OCT-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-11-03
0001225208-20-012949,209874,Class A Common Shares,,1000000.0,,,,I,,Schottenstein Realty LLC,F1,03-NOV-2020,30-OCT-2020,,,,,,4,1319947,Designer Brands Inc.,DBI,,0001319947,DBI,,,2020-11-03
0001225208-20-012949,209873,Class A Common Shares,,31050.0,,,,I,,By Trusts,F1,03-NOV-2020,30-OCT-2020,,,,,,4,1319947,Designer Brands Inc.,DBI,,0001319947,DBI,,,2020-11-03
0001213900-20-034779,206160,Common Stock,,5575.0,,,,I,,UTMA account of S.R.,"F4, F8",03-NOV-2020,03-NOV-2020,,,0,,,4,1464790,"B. Riley Financial, Inc.",RILY,,0001464790,RILYZ,,,2020-11-03
0001213900-20-034779,206159,Common Stock,,73617.0,,,,I,,"By B. Riley Financial, Inc. 401(k) Profit Sharing Plan FBO Bryant Riley",F3,03-NOV-2020,03-NOV-2020,,,0,,,4,1464790,"B. Riley Financial, Inc.",RILY,,0001464790,RILYZ,,,2020-11-03
