ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001127602-19-031779,166152,Registered Shares,,,6454753.0,,,,I,,By M&F Trust,,05-NOV-2019,01-NOV-2019,,,,,,4,1121788,GARMIN LTD,GRMN,,0001121788,GRMN,,,2019-11-05
0001225208-19-014069,240579,Common Stock,,,21343.0,F1,,,I,,By Issuer's Supplemental Stock Purchase and Tax Savings Plan,,05-NOV-2019,01-NOV-2019,,,,,,4,49196,HUNTINGTON BANCSHARES INC/MD,HBAN,,0000049196,HBANP,,,2019-11-05
0000899243-19-026627,170744,Common Stock,,,33070.0,F1,,,D,,,,04-NOV-2019,25-OCT-2019,,0.0,,,,3,704532,Onto Innovation Inc.,ONTO,"SVP & GM, Metrology Business Unit",0000704532,ONTO,,,2019-11-04
0000899243-19-026626,145266,Common Stock,,,13772.0,F1,,,D,,,,04-NOV-2019,25-OCT-2019,,0.0,,,,3,704532,Onto Innovation Inc.,ONTO,"VP & GM, Substrate Solutions Group",0000704532,ONTO,,,2019-11-04
0000899243-19-026624,156897,Common Stock,,,10743.0,F1,,,D,,,,04-NOV-2019,25-OCT-2019,,0.0,,,,3,704532,Onto Innovation Inc.,ONTO,,0000704532,ONTO,,,2019-11-04
0000899243-19-026623,136100,Common Stock,,,26887.0,F1,,,D,,,,04-NOV-2019,25-OCT-2019,,0.0,,,,3,704532,Onto Innovation Inc.,ONTO,,0000704532,ONTO,,,2019-11-04
0001209191-19-055054,187507,"Common Stock, $0.0001 par value per share",,,57000.0,,,,I,,By Fisher Family Trust,,04-NOV-2019,01-NOV-2019,,0.0,,,,3,1041803,PRICESMART INC,PSMT,,0001041803,PSMT,,,2019-11-04
0001127602-19-031774,235941,Common Stock,F10,,712.0,,,,I,,,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235939,Common Stock,F8,,1663.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235944,Common Stock,,,3859.0,,,,I,,,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235940,Common Stock,F9,,579.0,,,,I,,,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235938,Common Stock,F7,,197.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235943,Common Stock,,,6229.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235942,Common Stock,F11,,409.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235932,Common Stock,F1,,2443.0,,,,D,,Spouse,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235933,Common Stock,F2,,1117.0,,,,D,,Spouse,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235934,Common Stock,F3,,4359.0,,,,D,,Spouse,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235935,Common Stock,F4,,1034.0,,,,I,,Spouse,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235936,Common Stock,F5,,594.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001127602-19-031774,235937,Common Stock,F6,,273.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,,,,,4,701347,CENTRAL PACIFIC FINANCIAL CORP,CPF,,0000701347,CPF,,,2019-11-04
0001209191-19-055053,166133,Class C Google Stock Units,F12,,23629.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,,0,,,4,1652044,Alphabet Inc.,GOOG,"This is the second of two Form 4s filed on November 4, 2019 for transactions effected by the Reporting Person on November 1, 2019. All of the transactions reported in this Form 4 were effected pursuant to a Rule 10b5-1 Trading Plan adopted by the Reporting Person.",0001652044,GOOG,Communication Services,Internet Content & Information,2019-11-04
0001209191-19-055053,166132,Class C Capital Stock,,,2095.0,,,,I,,By Spouse,,04-NOV-2019,01-NOV-2019,,,0,,,4,1652044,Alphabet Inc.,GOOG,"This is the second of two Form 4s filed on November 4, 2019 for transactions effected by the Reporting Person on November 1, 2019. All of the transactions reported in this Form 4 were effected pursuant to a Rule 10b5-1 Trading Plan adopted by the Reporting Person.",0001652044,GOOG,Communication Services,Internet Content & Information,2019-11-04
0001013594-19-000689,129929,"Class A Common Stock, par value $0.001","F2, F1",,1300885.0,,,,I,F4,"By: Luxor Wavefront, LP",,04-NOV-2019,31-OCT-2019,,,,,,4,1705110,ANGI Homeservices Inc.,ANGI,,0001705110,ANGI,,,2019-11-04
0001013594-19-000689,129927,"Class A Common Stock, par value $0.001","F2, F1",,634527.0,,,,I,F6,"By: Lugard Road Capital Master Fund, LP",,04-NOV-2019,31-OCT-2019,,,,,,4,1705110,ANGI Homeservices Inc.,ANGI,,0001705110,ANGI,,,2019-11-04
0001013594-19-000689,129928,"Class A Common Stock, par value $0.001","F2, F1",,4010389.0,,,,I,F5,"By: Luxor Capital Partners Offshore Master Fund, LP",,04-NOV-2019,31-OCT-2019,,,,,,4,1705110,ANGI Homeservices Inc.,ANGI,,0001705110,ANGI,,,2019-11-04
0001246360-19-002361,263408,Common Stock,,,436.65,F1,,,I,,By Savings Plan,,04-NOV-2019,01-NOV-2019,,,false,,,4,1024478,"ROCKWELL AUTOMATION, INC",ROK,,0001024478,ROK,,,2019-11-04
0001246360-19-002361,263407,Common Stock,,,37.0,,,,I,,By wife,,04-NOV-2019,01-NOV-2019,,,false,,,4,1024478,"ROCKWELL AUTOMATION, INC",ROK,,0001024478,ROK,,,2019-11-04
0001104659-19-059708,200161,Common Stock,,,10000.0,,,,I,,The Chopra 2012 Irrevocable Trust,,04-NOV-2019,04-NOV-2019,,,0,,,4,1039065,OSI SYSTEMS INC,OSIS,,0001039065,OSIS,,,2019-11-04
0000899243-19-026619,214339,Common Stock,,,15966.0,F1,,,D,,,,04-NOV-2019,02-NOV-2019,,0.0,,,,3,1424929,FOX FACTORY HOLDING CORP,FOXF,,0001424929,FOXF,,,2019-11-04
0001209191-19-055051,149336,Class A Common Stock,,,2090.0,,,,I,,By Spouse,,04-NOV-2019,01-NOV-2019,,,0,,,4,1652044,Alphabet Inc.,GOOG,"This Form 4 is one of two Form 4s filed on November 4, 2019 for transactions effected by the Reporting Person on November 1, 2019. All of the transactions reported in this Form 4 were effected pursuant to Rule 10b5-1 trading plan adopted by the Reporting Person.",0001652044,GOOG,Communication Services,Internet Content & Information,2019-11-04
0001213900-19-021977,127967,"Ordinary Shares, no par value per share",,,0.0,,,,D,,,,04-NOV-2019,24-OCT-2019,,0.0,,,,3,1735041,Greenland Technologies Holding Corp.,GTEC,No securities are beneficially owned.,0001735041,GTEC,,,2019-11-04
0001213900-19-021976,143186,"Ordinary Shares, no par value per share",,,0.0,,,,D,,,,04-NOV-2019,24-OCT-2019,,0.0,,,,3,1735041,Greenland Technologies Holding Corp.,GTEC,No securities are beneficially owned.,0001735041,GTEC,,,2019-11-04
0001213900-19-021975,218733,"Ordinary Shares, no par value per share",F1,,7500000.0,,,,I,,By Cenntro Holding Limited,,04-NOV-2019,24-OCT-2019,,0.0,,,,3,1735041,Greenland Technologies Holding Corp.,GTEC,,0001735041,GTEC,,,2019-11-04
0001593968-19-002067,183456,Class A Common Stock,,,1099.0,,,,I,,Deferred Compensation,F2,04-NOV-2019,31-OCT-2019,,,,,,4,6955,ACTUANT CORP,EPAC,,0000006955,EPAC,,,2019-11-04
0001593968-19-002067,183455,Class A Common Stock,,,201.0,,,,I,,401(k),F1,04-NOV-2019,31-OCT-2019,,,,,,4,6955,ACTUANT CORP,EPAC,,0000006955,EPAC,,,2019-11-04
0000833079-19-000130,147944,MTH Common Shares,,,14500.0,F2,,,D,,,,04-NOV-2019,01-NOV-2019,,,0,,,4,833079,Meritage Homes CORP,MTH,,0000833079,MTH,,,2019-11-04
0001213900-19-021974,122160,"Ordinary Shares, no par value per share",,,0.0,,,,D,,,,04-NOV-2019,24-OCT-2019,,0.0,,,,3,1735041,Greenland Technologies Holding Corp.,GTEC,No securities are beneficially owned.,0001735041,GTEC,,,2019-11-04
0001213900-19-021973,145948,"Ordinary Shares, no par value per share",,,0.0,,,,D,,,,04-NOV-2019,24-OCT-2019,,0.0,,,,3,1735041,Greenland Technologies Holding Corp.,GTEC,No securities are beneficially owned.,0001735041,GTEC,,,2019-11-04
0001213900-19-021972,163269,"Ordinary Shares, no par value per share",,,0.0,,,,D,,,,04-NOV-2019,24-OCT-2019,,0.0,,,,3,1735041,Greenland Technologies Holding Corp.,GTEC,No securities are beneficially owned.,0001735041,GTEC,,,2019-11-04
0001213900-19-021971,188111,"Ordinary Shares, no par value per share",,,0.0,,,,D,,,,04-NOV-2019,24-OCT-2019,,0.0,,,,3,1735041,Greenland Technologies Holding Corp.,GTEC,No securities are beneficially owned.,0001735041,GTEC,,,2019-11-04
0001209191-19-055047,258594,Common Stock,,,160983.0,,,,I,,"By Krongard Irrevocable Equity Trust dated June 30, 2009",F2,04-NOV-2019,01-NOV-2019,,,0,,,4,1418819,Iridium Communications Inc.,IRDM,,0001418819,IRDM,,,2019-11-04
0001246360-19-002359,215757,Common Stock,,,2289.5,F1,,,D,,By wife,,04-NOV-2019,01-NOV-2019,,0.0,,,,3,1024478,"ROCKWELL AUTOMATION, INC",ROK,,0001024478,ROK,,,2019-11-04
0001246360-19-002359,215758,Common Stock,,,37.0,,,,I,,By Savings Plan,,04-NOV-2019,01-NOV-2019,,0.0,,,,3,1024478,"ROCKWELL AUTOMATION, INC",ROK,,0001024478,ROK,,,2019-11-04
0001246360-19-002359,215759,Common Stock,,,436.65,F5,,,I,,,,04-NOV-2019,01-NOV-2019,,0.0,,,,3,1024478,"ROCKWELL AUTOMATION, INC",ROK,,0001024478,ROK,,,2019-11-04
0001209191-19-055046,257112,Class A Common Stock,,,35994.0,,,,I,,Chloe July Greenberg 2004 Trust,,04-NOV-2019,01-NOV-2019,,,0,,,4,1065837,SKECHERS USA INC,SKX,,0001065837,SKX,,,2019-11-04
0001209191-19-055046,257113,Class A Common Stock,,,35994.0,,,,I,,Catherine Elle Greenberg 2006 Trust,,04-NOV-2019,01-NOV-2019,,,0,,,4,1065837,SKECHERS USA INC,SKX,,0001065837,SKX,,,2019-11-04
0001209191-19-055045,253267,Common Stock,,,2826.0,,,,I,,Held by The Renton Family Community Property Trust,,04-NOV-2019,01-NOV-2019,,,0,,,4,1269021,PORTOLA PHARMACEUTICALS INC,PTLA,,0001269021,,,,2019-11-04
0001562180-19-005328,255608,Common Stock,,,1620.0,,,,I,,By Spouse,,04-NOV-2019,04-NOV-2019,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2019-11-04
0001562180-19-005328,255609,Common Stock,,,27491.0,,,,I,,Children's Trust,,04-NOV-2019,04-NOV-2019,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2019-11-04
0001562180-19-005328,255610,Common Stock (k),,,53200.0,,,,D,,By Spouse,,04-NOV-2019,04-NOV-2019,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2019-11-04
0001562180-19-005328,255611,Common Stock (k),,,9731.0,,,,I,,,,04-NOV-2019,04-NOV-2019,,,false,,,4,728535,HUNT J B TRANSPORT SERVICES INC,JBHT,,0000728535,JBHT,,,2019-11-04
0001628619-19-000003,140251,"Common Stock, par value $0.01 per share",,,1718000.0,,,,I,,By OLB,F2,04-NOV-2019,01-NOV-2019,,,0,,,4,1618921,"Walgreens Boots Alliance, Inc.",WBA,,0001618921,WBA,,,2019-11-04
0000014930-19-000168,210746,Common Stock,,,121.0,,,,I,,by Trust,,04-NOV-2019,31-OCT-2019,,,0,,,4,14930,BRUNSWICK CORP,BC,,0000014930,BC-PC,,,2019-11-04
0001554687-19-000003,179071,"Common Stock, par value $0.01 per share",,,144788821.0,,,,I,,By ASP,F2,04-NOV-2019,01-NOV-2019,,,0,,,4,1618921,"Walgreens Boots Alliance, Inc.",WBA,,0001618921,WBA,,,2019-11-04
0000014930-19-000165,226977,Common Stock,,,1000.0,,,,I,,by Family Trust,,04-NOV-2019,31-OCT-2019,,,0,,,4,14930,BRUNSWICK CORP,BC,,0000014930,BC-PC,,,2019-11-04
0000014930-19-000163,132081,Common Stock,,,1900.0,,,,I,,By Manuel A. Fernandez TTEE Kimberly F. Wen Trust,,04-NOV-2019,31-OCT-2019,,,0,,,4,14930,BRUNSWICK CORP,BC,,0000014930,BC-PC,,,2019-11-04
0000014930-19-000163,132080,Common Stock,,,1900.0,,,,I,,By Manuel A. Fernandez TTEE Christina Robertson Trust,,04-NOV-2019,31-OCT-2019,,,0,,,4,14930,BRUNSWICK CORP,BC,,0000014930,BC-PC,,,2019-11-04
0000014930-19-000163,132079,Common Stock,,,1900.0,,,,I,,By Manuel A. Fernandez 2012 Irrevocable Trust,,04-NOV-2019,31-OCT-2019,,,0,,,4,14930,BRUNSWICK CORP,BC,,0000014930,BC-PC,,,2019-11-04
0001209191-19-055036,184745,Common Stock,,,50000.0,,,,I,,"By The Column Group II Management, LP","F2, F6",04-NOV-2019,04-NOV-2019,,,0,,,4,1673772,"RAPT Therapeutics, Inc.",RAPT,,0001673772,RAPT,,,2019-11-04
0001179110-19-011383,210387,Common Stock,,,509232.0,,,,I,,By the Robert A. Ortenzio 2014 Trust for Bryan A. Ortenzio,F2,04-NOV-2019,24-OCT-2019,,,0,,,4,1320414,SELECT MEDICAL HOLDINGS CORP,SEM,,0001320414,SEM,,,2019-11-04
0001179110-19-011383,210388,Common Stock,,,31886.0,,,,I,,By the Robert A. Ortenzio 2014 Trust for Kevin M. Ortenzio,F2,04-NOV-2019,24-OCT-2019,,,0,,,4,1320414,SELECT MEDICAL HOLDINGS CORP,SEM,,0001320414,SEM,,,2019-11-04
0001179110-19-011383,210389,Common Stock,,,31886.0,,,,I,,By the Robert A. Ortenzio 2014 Trust for Madeline G. Ortenzio,F2,04-NOV-2019,24-OCT-2019,,,0,,,4,1320414,SELECT MEDICAL HOLDINGS CORP,SEM,,0001320414,SEM,,,2019-11-04
0001179110-19-011383,210390,Common Stock,,,31885.0,,,,I,,By the Rocco A. Ortenzio Descendants Trust,F2,04-NOV-2019,24-OCT-2019,,,0,,,4,1320414,SELECT MEDICAL HOLDINGS CORP,SEM,,0001320414,SEM,,,2019-11-04
0001179110-19-011383,210386,Common Stock,,,6639823.0,,,,D,,By the Robert A. Ortenzio July 2017 GRAT,F2,04-NOV-2019,24-OCT-2019,,,0,,,4,1320414,SELECT MEDICAL HOLDINGS CORP,SEM,,0001320414,SEM,,,2019-11-04
0001179110-19-011383,210392,Common Stock,,,1300000.0,,,,I,,,,04-NOV-2019,24-OCT-2019,,,0,,,4,1320414,SELECT MEDICAL HOLDINGS CORP,SEM,,0001320414,SEM,,,2019-11-04
0001179110-19-011383,210385,Common Stock,,,800000.0,F1,,,I,,By the Robert A. Ortenzio October 2019 GRAT,F2,04-NOV-2019,24-OCT-2019,,,0,,,4,1320414,SELECT MEDICAL HOLDINGS CORP,SEM,,0001320414,SEM,,,2019-11-04
0001179110-19-011383,210391,Common Stock,,,2750000.0,,,,I,,By the Robert A. Ortenzio Descendants Trust,F2,04-NOV-2019,24-OCT-2019,,,0,,,4,1320414,SELECT MEDICAL HOLDINGS CORP,SEM,,0001320414,SEM,,,2019-11-04
0001361658-19-000185,141000,Common Stock,,,722.0,F4,,,D,,,,04-NOV-2019,31-OCT-2019,,,0,,,4,1361658,"Wyndham Destinations, Inc.",WYND,,0001361658,TNL,,,2019-11-04
0001361658-19-000185,140999,Common Stock,,,4563.0,F3,,,D,,,,04-NOV-2019,31-OCT-2019,,,0,,,4,1361658,"Wyndham Destinations, Inc.",WYND,,0001361658,TNL,,,2019-11-04
0001361658-19-000184,200829,Common Stock,,,4563.0,F3,,,D,,,,04-NOV-2019,31-OCT-2019,,,0,,,4,1361658,"Wyndham Destinations, Inc.",WYND,,0001361658,TNL,,,2019-11-04
0001361658-19-000183,254001,Common Stock,,,4563.0,F5,,,D,,,,04-NOV-2019,31-OCT-2019,,,0,,,4,1361658,"Wyndham Destinations, Inc.",WYND,,0001361658,TNL,,,2019-11-04
0001361658-19-000182,155119,Common Stock,,,4563.0,F5,,,D,,,,04-NOV-2019,31-OCT-2019,,,0,,,4,1361658,"Wyndham Destinations, Inc.",WYND,,0001361658,TNL,,,2019-11-04
0001567619-19-020403,231985,Common Stock,,,0.0,,,,D,,,,04-NOV-2019,04-NOV-2019,,0.0,,,,3,792987,ASTEC INDUSTRIES INC,ASTE,,0000792987,ASTE,,,2019-11-04
0001361658-19-000181,238928,Common Stock,,,4563.0,F4,,,D,,,,04-NOV-2019,31-OCT-2019,,,0,,,4,1361658,"Wyndham Destinations, Inc.",WYND,,0001361658,TNL,,,2019-11-04
0001361658-19-000180,212391,Common Stock,,,4563.0,F3,,,D,,,,04-NOV-2019,31-OCT-2019,,,0,,,4,1361658,"Wyndham Destinations, Inc.",WYND,,0001361658,TNL,,,2019-11-04
0001361658-19-000180,212392,Common Stock,,,6998.0,F4,,,D,,,,04-NOV-2019,31-OCT-2019,,,0,,,4,1361658,"Wyndham Destinations, Inc.",WYND,,0001361658,TNL,,,2019-11-04
0001361658-19-000179,186108,Common Stock,,,4563.0,F3,,,D,,,,04-NOV-2019,31-OCT-2019,,,0,,,4,1361658,"Wyndham Destinations, Inc.",WYND,,0001361658,TNL,,,2019-11-04
0001726978-19-000346,214340,Class A Common Stock,F7,,735801.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,The sales reported were effected pursuant to a Rule 10b5-1 trading plan adopted by the Mark and Robyn Jones Descendants Trust 2014.,0001726978,GSHD,,,2019-11-04
0001726978-19-000345,209449,Class A Common Stock,F7,,747890.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,The sales reported were effected pursuant to a Rule 10b5-1 trading plan adopted by the Mark and Robyn Jones Descendants Trust 2014.,0001726978,GSHD,,,2019-11-04
0001209191-19-055029,201386,Common Stock,,,50000.0,,,,I,,"By 2018 GRAT (Spouse, Trustee)",,04-NOV-2019,31-OCT-2019,,,0,,,4,860730,"HCA Healthcare, Inc.",HCA,,0000860730,HCA,,,2019-11-04
0001209191-19-055029,201385,Common Stock,,,10000.0,,,,I,,"By LCF Trust (Reporting Person, Trustee)",,04-NOV-2019,31-OCT-2019,,,0,,,4,860730,"HCA Healthcare, Inc.",HCA,,0000860730,HCA,,,2019-11-04
0001209191-19-055029,201384,Common Stock,,,10000.0,,,,I,,"By JMF Trust (Spouse and Robert Nagel, Co-Trustees)",,04-NOV-2019,31-OCT-2019,,,0,,,4,860730,"HCA Healthcare, Inc.",HCA,,0000860730,HCA,,,2019-11-04
0001127602-19-031732,233396,Ordinary Shares,,,4104.0,,,,I,,By Spouse,,04-NOV-2019,01-NOV-2019,,,,,,4,1613103,Medtronic plc,MDT,,0001613103,MDT,,,2019-11-04
0001127602-19-031732,233395,Ordinary Shares,,,250.0,,,,I,,By Family Trust,,04-NOV-2019,01-NOV-2019,,,,,,4,1613103,Medtronic plc,MDT,,0001613103,MDT,,,2019-11-04
0001506307-19-000163,121667,Class P Common Stock,,,148950.0,,,,I,,By Trust,F2,04-NOV-2019,04-NOV-2019,,,0,,,4,1506307,"KINDER MORGAN, INC.",KMI,,0001506307,EP-PC,,,2019-11-04
0001127602-19-031730,182390,Common Stock,,,22925.0,,,,D,,,,04-NOV-2019,28-OCT-2019,,0.0,,,,3,1062822,"LEXICON PHARMACEUTICALS, INC.",LXRX,,0001062822,LXRX,,,2019-11-04
0001209191-19-055028,212259,Common Stock,,,256.0,,,,I,,Held by spouse,,04-NOV-2019,31-OCT-2019,,,0,,,4,1755672,"Corteva, Inc.",CTVA,,0001755672,CTVA,,,2019-11-04
0001413447-19-000059,201102,Common Stock,,,3000.0,,,,I,,By G L Summe Irrevocable Trust,,04-NOV-2019,01-NOV-2019,,,0,,,4,1413447,NXP Semiconductors N.V.,NXPI,,0001413447,NXPI,,,2019-11-04
0001209191-19-055026,209361,Common Stock,,,11900.0,,,,I,,Held in GRAT,,04-NOV-2019,31-OCT-2019,,,0,,,4,1755672,"Corteva, Inc.",CTVA,,0001755672,CTVA,,,2019-11-04
0001209191-19-055026,209362,Common Stock,,,27942.0,,,,I,,Held in GRAT,,04-NOV-2019,31-OCT-2019,,,0,,,4,1755672,"Corteva, Inc.",CTVA,,0001755672,CTVA,,,2019-11-04
0001209191-19-055023,223878,Common Stock,,,0.0,,,,D,,,,04-NOV-2019,24-OCT-2019,,0.0,,,,3,931336,DEAN FOODS CO,DF,,0000931336,,,,2019-11-04
0001209191-19-055018,223097,Common Stock,,,0.0,,,,D,,,,04-NOV-2019,24-OCT-2019,,0.0,,,,3,931336,DEAN FOODS CO,DF,,0000931336,,,,2019-11-04
0001209191-19-055015,182198,"Common Stock, $.01 par value",,,5487.0,,,,I,,401(k),F1,04-NOV-2019,31-OCT-2019,,,0,,,4,785786,PLEXUS CORP,PLXS,,0000785786,PLXS,,,2019-11-04
0001510192-19-000129,139600,Common Stock,,,259397.0,F3,,,D,,,,04-NOV-2019,04-NOV-2019,,,0,,,4,1492298,"Sabra Health Care REIT, Inc.",SBRA,,0001492298,SBRA,,,2019-11-04
0001690012-19-000024,202824,Class P Common Stock,,,24317.78,,,,I,,By IRA,F2,04-NOV-2019,01-NOV-2019,,,0,,,4,1690012,"InPoint Commercial Real Estate Income, Inc.",,,0001690012,ICRP,,,2019-11-04
0001127602-19-031723,196025,Class A Common Stock,,,50000.0,,,,I,,through IRA,,04-NOV-2019,01-NOV-2019,,,,,,4,1584952,EP Energy Corp,EPEGQ,,0001584952,,,,2019-11-04
0001127602-19-031721,242764,Class A Common Stock,,,50000.0,,,,I,,through IRA,,04-NOV-2019,01-NOV-2019,,,,,,4,1584952,EP Energy Corp,EPEGQ,,0001584952,,,,2019-11-04
0001437749-19-021474,215577,COMMON STOCK,,,7000.0,,,,I,,Spouse,,04-NOV-2019,01-NOV-2019,,,,,,4,1334933,URANIUM ENERGY CORP,UEC,,0001334933,UEC,,,2019-11-04
0001713683-19-000037,207428,Common Stock,,,55624.0,,,,I,,See footnote,F2,04-NOV-2019,01-NOV-2019,,,0,,,4,1713683,"Zscaler, Inc.",ZS,,0001713683,ZS,,,2019-11-04
0000886346-19-000148,171285,Common Stock,,,3.0,,,,I,,By Son,,04-NOV-2019,31-OCT-2019,,,0,,,4,886346,KADANT INC,KAI,,0000886346,KAI,,,2019-11-04
0001618921-19-000110,248201,Common Stock,,,250.0,,,,I,,By spouse IRA,,04-NOV-2019,01-NOV-2019,,,,,,4,1618921,"Walgreens Boots Alliance, Inc.",WBA,,0001618921,WBA,,,2019-11-04
0001645635-19-000066,138066,Common Stock,,,8422.0,,,,D,,,,04-NOV-2019,01-NOV-2019,,0.0,,,,3,1101239,EQUINIX INC,EQIX,,0001101239,EQIX,,,2019-11-04
0001209191-19-054999,115162,Common Stock,,,50000.0,,,,D,F5,,,04-NOV-2019,04-NOV-2019,,,0,,,4,1673772,"RAPT Therapeutics, Inc.",RAPT,,0001673772,RAPT,,,2019-11-04
0001104659-19-059613,124535,Common Stock,,,8314.0,,,,I,,,,04-NOV-2019,24-SEP-2019,,,0,,,4,1041803,PRICESMART INC,PSMT,"*  The reporting person's wife, Allison Price, may also be deemed a greater than 10% beneficial owner of the Issuer's securities in her capacity as co-trustee of each of the trusts identified herein. As such, this Form 4 filing shall be deemed to constitute a Form 4 filing on behalf of both the reporting person and his wife, Allison Price.",0001041803,PSMT,,,2019-11-04
0001104659-19-059613,124531,Common Stock,,,80.0,,,,D,,As co-manager of The Price Group LLC,F7,04-NOV-2019,24-SEP-2019,,,0,,,4,1041803,PRICESMART INC,PSMT,"*  The reporting person's wife, Allison Price, may also be deemed a greater than 10% beneficial owner of the Issuer's securities in her capacity as co-trustee of each of the trusts identified herein. As such, this Form 4 filing shall be deemed to constitute a Form 4 filing on behalf of both the reporting person and his wife, Allison Price.",0001041803,PSMT,,,2019-11-04
0001104659-19-059613,124532,Common Stock,,,150511.0,,,,I,,As co-trustee of the David Price Trust UTD 9/22/89,F8,04-NOV-2019,24-SEP-2019,,,0,,,4,1041803,PRICESMART INC,PSMT,"*  The reporting person's wife, Allison Price, may also be deemed a greater than 10% beneficial owner of the Issuer's securities in her capacity as co-trustee of each of the trusts identified herein. As such, this Form 4 filing shall be deemed to constitute a Form 4 filing on behalf of both the reporting person and his wife, Allison Price.",0001041803,PSMT,,,2019-11-04
0001104659-19-059613,124533,Common Stock,,,18805.0,,,,I,,Family Trusts,,04-NOV-2019,24-SEP-2019,,,0,,,4,1041803,PRICESMART INC,PSMT,"*  The reporting person's wife, Allison Price, may also be deemed a greater than 10% beneficial owner of the Issuer's securities in her capacity as co-trustee of each of the trusts identified herein. As such, this Form 4 filing shall be deemed to constitute a Form 4 filing on behalf of both the reporting person and his wife, Allison Price.",0001041803,PSMT,,,2019-11-04
0001104659-19-059613,124534,Common Stock,,,45000.0,,,,I,,As managing member of RARSD LLC,F9,04-NOV-2019,24-SEP-2019,,,0,,,4,1041803,PRICESMART INC,PSMT,"*  The reporting person's wife, Allison Price, may also be deemed a greater than 10% beneficial owner of the Issuer's securities in her capacity as co-trustee of each of the trusts identified herein. As such, this Form 4 filing shall be deemed to constitute a Form 4 filing on behalf of both the reporting person and his wife, Allison Price.",0001041803,PSMT,,,2019-11-04
0000920112-19-000248,128317,Common Stock,,,15179.0,,,,I,,,,04-NOV-2019,04-NOV-2019,,,0,,,4,920112,HEARTLAND FINANCIAL USA INC,HTLF,,0000920112,,,,2019-11-04
