ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001209191-21-045626,2084,Class A Common Stock,,,568800.0,,,I,,By Crescent Cove Capital I LP,F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045626,2083,Class A Common Stock,,,1000.0,,,I,,By Crescent Cove Luminar SPV LLC,F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045626,2082,Class A Common Stock,,,257538.0,,,I,,By Crescent Cove Opportunity Fund B LP,F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045626,2081,Class A Common Stock,,,656713.0,,,I,,By Crescent Cove Opportunity Fund LP,F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045626,2080,Class A Common Stock,,,842366.0,,,I,,By Crescent Cove Capital II LP,F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045626,2079,Class A Common Stock,,,5141.0,,,I,,"By CC Holdings IV, LLC",F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001371494-21-000007,2078,"Common Stock, par value $0.001 per share",,,1854.0,,,I,,See Footnote,F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1297989,"ExlService Holdings, Inc.",EXLS,Mr. Oseni is the Company's Head of Administration and Accounts,0001297989,EXLS,,,2021-07-06
0001209191-21-045625,2070,Class A Common Stock,,,5141.0,,,I,,"By CC Holdings IV, LLC",F1,06-JUL-2021,09-JUN-2021,14-JUN-2021,0.0,,,,3/A,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045625,2071,Class A Common Stock,,,842366.0,,,I,,"By Crescent Cove Capital II, LP",F1,06-JUL-2021,09-JUN-2021,14-JUN-2021,0.0,,,,3/A,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045625,2072,Class A Common Stock,,,656713.0,,,I,,By Crescent Cove Opportunity Fund LP,F1,06-JUL-2021,09-JUN-2021,14-JUN-2021,0.0,,,,3/A,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045625,2073,Class A Common Stock,,,257538.0,,,I,,By Crescent Cove Opportunity Fund B LP,F1,06-JUL-2021,09-JUN-2021,14-JUN-2021,0.0,,,,3/A,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045625,2074,Class A Common Stock,,,1000.0,,,I,,By Crescent Cove Luminar SPV LLC,F1,06-JUL-2021,09-JUN-2021,14-JUN-2021,0.0,,,,3/A,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045625,2077,Class A Common Stock,,,18559.0,,,D,,,,06-JUL-2021,09-JUN-2021,14-JUN-2021,0.0,,,,3/A,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045625,2076,Class A Common Stock,,,314625.0,,,I,,By Heng Zhao JT Revocable Trust,F2,06-JUL-2021,09-JUN-2021,14-JUN-2021,0.0,,,,3/A,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001209191-21-045625,2075,Class A Common Stock,,,568800.0,,,I,,By Crescent Cove Capital I LP,F1,06-JUL-2021,09-JUN-2021,14-JUN-2021,0.0,,,,3/A,1758057,"Luminar Technologies, Inc./DE",LAZR,,0001758057,LAZR,,,2021-07-06
0001740277-21-000045,2069,Common Stock,,,4305343.0,,,I,,"By SG-1890, LLC",,06-JUL-2021,01-JUL-2021,,,0,,,4,1223389,CONNS INC,CONN,,0001223389,,,,2021-07-06
0001209191-21-045624,2031,Common Stock,,,294.38,F2,,I,,By 401(k) Plan,,06-JUL-2021,01-JUL-2021,,,0,,,4,913142,BELDEN INC.,BDC,,0000913142,BDC,,,2021-07-06
0001179110-21-007402,2029,Common Stock,,,4904.98,,,I,,401(k) Plan,,06-JUL-2021,01-JUL-2021,,,0,,,4,48465,HORMEL FOODS CORP /DE/,HRL,,0000048465,HRL,,,2021-07-06
0001179110-21-007402,2030,Common Stock,,,1959.44,,,I,,JEPST Plan,,06-JUL-2021,01-JUL-2021,,,0,,,4,48465,HORMEL FOODS CORP /DE/,HRL,,0000048465,HRL,,,2021-07-06
0001437749-21-016489,2028,"Common Stock, par value $0.01",,,6298.0,,,I,,By Trust,F3,06-JUL-2021,01-JUL-2021,,,,,,4,1632127,"Cable One, Inc.",CABO,,0001632127,CABO,,,2021-07-06
0000827054-21-000171,2027,Common Stock,,,51234.0,,,I,,"Shares held Indirectly, by Trust.",,06-JUL-2021,01-JUL-2021,,,0,,,4,827054,MICROCHIP TECHNOLOGY INC,MCHP,,0000827054,MCHPP,,,2021-07-06
0000827054-21-000170,2026,Common Stock,,,5002797.0,F1,,I,,"Shares held Indirectly, by Trust and by Family Limited Partnership.",F1,06-JUL-2021,01-JUL-2021,,,0,,,4,827054,MICROCHIP TECHNOLOGY INC,MCHP,,0000827054,MCHPP,,,2021-07-06
0000827054-21-000169,2025,Common Stock,,,333511.0,,,I,,"Shares held Indirectly, by Trust.",,06-JUL-2021,01-JUL-2021,,,0,,,4,827054,MICROCHIP TECHNOLOGY INC,MCHP,,0000827054,MCHPP,,,2021-07-06
0000827054-21-000168,2024,Common Stock,,,6490.0,,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,827054,MICROCHIP TECHNOLOGY INC,MCHP,,0000827054,MCHPP,,,2021-07-06
0000827054-21-000167,2023,Common Stock,,,20375.0,,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,827054,MICROCHIP TECHNOLOGY INC,MCHP,,0000827054,MCHPP,,,2021-07-06
0000827054-21-000166,2022,Common Stock,,,28646.0,,,I,,"Shares held Indirectly, by Trust.",,06-JUL-2021,01-JUL-2021,,,0,,,4,827054,MICROCHIP TECHNOLOGY INC,MCHP,,0000827054,MCHPP,,,2021-07-06
0001562180-21-004806,2021,Common Stock,,,3002.0,,,I,,By Spouse,,06-JUL-2021,01-JUL-2021,,,false,,,4,902791,BARRETT BUSINESS SERVICES INC,BBSI,,0000902791,BBSI,,,2021-07-06
0001558979-21-000002,2020,Class A Common Shares,,,83012.0,,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,929351,LIONS GATE ENTERTAINMENT CORP /CN/,LGF.B,,0000929351,STRZ,,,2021-07-06
0001171843-21-004755,2016,Common Stock,,,2906.0,,,I,,By IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0001171843-21-004755,2017,Common Stock,,,10660.0,,,I,,By IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0001171843-21-004755,2018,Common Stock,,,2478.0,,,I,,By Spouse IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0001171843-21-004755,2019,Common Stock,,,19904.0,,,I,,By Teubner Foundation,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0001171843-21-004755,2013,Common Stock,,,8044.0,,,I,,By Charitable Remainder Trust,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0001171843-21-004755,2014,Common Stock,,,9892.0,,,I,,By IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0001171843-21-004755,2015,Common Stock,,,41114.0,,,I,,By SEP-IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0000833640-21-000129,2012,Common Stock,,,62690.0,,,I,,by Trust,,06-JUL-2021,01-JUL-2021,,,0,,,4,833640,POWER INTEGRATIONS INC,POWI,,0000833640,POWI,,,2021-07-06
0001171843-21-004753,2011,Common Stock,,,4800.0,,,I,,By IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0001104659-21-089508,2065,Common Stock,,,420000.0,,,I,,By RKT 2021 GRAT,,06-JUL-2021,01-JUL-2021,,,0,,,4,61398,TELLURIAN INC. /DE/,TELL,,0000061398,,,,2021-07-06
0001104659-21-089508,2068,Common Stock,,,881300.0,,,I,,By KAT 2020 GRAT,,06-JUL-2021,01-JUL-2021,,,0,,,4,61398,TELLURIAN INC. /DE/,TELL,,0000061398,,,,2021-07-06
0001104659-21-089508,2067,Common Stock,,,420000.0,,,I,,By KAT 2021 GRAT,,06-JUL-2021,01-JUL-2021,,,0,,,4,61398,TELLURIAN INC. /DE/,TELL,,0000061398,,,,2021-07-06
0001104659-21-089508,2066,Common Stock,,,881300.0,,,I,,By RKT 2020 GRAT,,06-JUL-2021,01-JUL-2021,,,0,,,4,61398,TELLURIAN INC. /DE/,TELL,,0000061398,,,,2021-07-06
0001209191-21-045617,2061,Ordinary Shares,,,3907.0,,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,1644675,Mimecast Ltd,MIME,"Exhibit 24 Power of Attorney (incorporated by reference to Power of Attorney filed as Exhibit 24 to Form 3 filed by the Reporting Person on November 25, 2019).",0001644675,,,,2021-07-06
0001209191-21-045617,2062,Restricted Share Units,F1,,18750.0,F3,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,1644675,Mimecast Ltd,MIME,"Exhibit 24 Power of Attorney (incorporated by reference to Power of Attorney filed as Exhibit 24 to Form 3 filed by the Reporting Person on November 25, 2019).",0001644675,,,,2021-07-06
0001209191-21-045617,2064,Restricted Share Units,F1,,12239.0,F5,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,1644675,Mimecast Ltd,MIME,"Exhibit 24 Power of Attorney (incorporated by reference to Power of Attorney filed as Exhibit 24 to Form 3 filed by the Reporting Person on November 25, 2019).",0001644675,,,,2021-07-06
0001209191-21-045617,2063,Restricted Share Units,F1,,3370.0,F4,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,1644675,Mimecast Ltd,MIME,"Exhibit 24 Power of Attorney (incorporated by reference to Power of Attorney filed as Exhibit 24 to Form 3 filed by the Reporting Person on November 25, 2019).",0001644675,,,,2021-07-06
0001123292-21-001108,2060,Common Stock,,,1495.32,,,I,,By 401(K),F2,06-JUL-2021,01-JUL-2021,,,,,,4,866368,"PS BUSINESS PARKS, INC./MD",PSB,,0000866368,,,,2021-07-06
0001171843-21-004746,2059,Common Stock,,,810.0,,,I,,By LLC,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0001209191-21-045612,2058,No securities are beneficially owned,,,0.0,,,D,,,,06-JUL-2021,28-JUN-2021,,0.0,,,,3,866609,ION GEOPHYSICAL CORP,IO,,0000866609,,,,2021-07-06
0001209191-21-045608,1975,No securities are beneficially owned,,,0.0,,,D,,,,06-JUL-2021,28-JUN-2021,,0.0,,,,3,866609,ION GEOPHYSICAL CORP,IO,,0000866609,,,,2021-07-06
0001209191-21-045605,1974,Class A Common Stock,,,233914.0,,,D,,,,06-JUL-2021,02-JUL-2021,,,0,,,4,1439404,ZYNGA INC,ZNGA,,0001439404,,,,2021-07-06
0001171843-21-004742,1973,Common Stock,,,7384.0,,,I,,By Spouse,,06-JUL-2021,01-JUL-2021,,,0,,,4,90498,SIMMONS FIRST NATIONAL CORP,SFNC,,0000090498,SFNC,,,2021-07-06
0001225208-21-010320,1972,Class B common stock,,,798.0,,,I,,as Co-Trustee,,06-JUL-2021,01-JUL-2021,,,,,,4,813828,ViacomCBS Inc.,"VIACA,VIAC",,0000813828,PARAA,,,2021-07-06
0001246360-21-000829,1971,Common Shares,,,78812.0,,,I,,By Trust,,06-JUL-2021,01-JUL-2021,,,false,,,4,1302350,JMP GROUP LLC,JMP,,0001302350,,,,2021-07-06
0001113256-21-000090,1970,Common Stock,,,25767.0,,,I,,Held by trust of which Ms. Bertsch is trustee.,,06-JUL-2021,01-JUL-2021,,,0,,,4,1113256,"MERITOR, INC.",MTOR,,0001113256,,,,2021-07-06
0001214659-21-007306,1969,Common Stock,,,1101.0,,,I,,by Spouse,,06-JUL-2021,06-JUL-2021,,,,,,4,1280452,MONOLITHIC POWER SYSTEMS INC,MPWR,,0001280452,MPWR,,,2021-07-06
0000921895-21-001782,1968,"Common Stock, $0.01 par value",,,60000.0,,,I,F4,"By: Steel Partners, Ltd.",,06-JUL-2021,01-JUL-2021,,,0,,,4,914712,"Steel Connect, Inc.",STCN,,0000914712,,,,2021-07-06
0001061983-21-000178,1965,Common Stock,,,2083.0,,,I,,by Trust 1,F3,06-JUL-2021,06-JUL-2021,,,0,,,4,1061983,CYTOKINETICS INC,CYTK,,0001061983,CYTK,,,2021-07-06
0001061983-21-000178,1966,Common Stock,,,2083.0,,,I,,by Trust 2,F4,06-JUL-2021,06-JUL-2021,,,0,,,4,1061983,CYTOKINETICS INC,CYTK,,0001061983,CYTK,,,2021-07-06
0001246360-21-000827,1967,Common Shares,,,34886.0,,,I,,"By Deerhaven Fund, LP",,06-JUL-2021,01-JUL-2021,,,false,,,4,1302350,JMP GROUP LLC,JMP,,0001302350,,,,2021-07-06
0001363829-21-000130,2053,Ordinary Shares,,,25050.0,,,I,,By Osprey Partners,,06-JUL-2021,03-JUN-2021,,,0,,,4,1363829,Enstar Group LTD,ESGR,,0001363829,ESGOF,,,2021-07-06
0001363829-21-000130,2051,Ordinary Shares,,,42500.0,,,I,,By self-directed pension plan,,06-JUL-2021,03-JUN-2021,,,0,,,4,1363829,Enstar Group LTD,ESGR,,0001363829,ESGOF,,,2021-07-06
0001363829-21-000130,2052,Ordinary Shares,,,32300.0,,,I,,By spouse,,06-JUL-2021,03-JUN-2021,,,0,,,4,1363829,Enstar Group LTD,ESGR,,0001363829,ESGOF,,,2021-07-06
0001363829-21-000130,2057,Ordinary Shares,,,2500.0,,,I,,By F.W. Spellissy Trust,,06-JUL-2021,03-JUN-2021,,,0,,,4,1363829,Enstar Group LTD,ESGR,,0001363829,ESGOF,,,2021-07-06
0001363829-21-000130,2054,Ordinary Shares,,,12400.0,,,I,,By children,,06-JUL-2021,03-JUN-2021,,,0,,,4,1363829,Enstar Group LTD,ESGR,,0001363829,ESGOF,,,2021-07-06
0001363829-21-000130,2055,Ordinary Shares,,,500.0,,,I,,By Amy S. Campbell Family Trust,,06-JUL-2021,03-JUN-2021,,,0,,,4,1363829,Enstar Group LTD,ESGR,,0001363829,ESGOF,,,2021-07-06
0001363829-21-000130,2056,Ordinary Shares,,,3000.0,,,I,,By Robert J. Campbell Family Trust,,06-JUL-2021,03-JUN-2021,,,0,,,4,1363829,Enstar Group LTD,ESGR,,0001363829,ESGOF,,,2021-07-06
0001593968-21-001805,2050,Common Stock,,,11569.0,F1,,I,,JQ Properties,,06-JUL-2021,06-JUL-2021,,,,,,4,1466026,"Midland States Bancorp, Inc.",MSBI,,0001466026,MSBIP,,,2021-07-06
0001209191-21-045594,2049,Class A Common Stock,,,5817.0,,,I,,See Footnote,F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1512673,"Square, Inc.",SQ,,0001512673,BSQKZ,,,2021-07-06
0001482512-21-000115,2046,"Common Stock, par value $0.01",,,219500.0,,,I,,By limited liability company.,,06-JUL-2021,01-JUL-2021,,,0,,,4,1482512,"Hudson Pacific Properties, Inc.",HPP,,0001482512,HPP-PC,,,2021-07-06
0001482512-21-000115,2048,"Common Stock, par value $0.01",,,4500.0,,,I,,By limited partnership.,,06-JUL-2021,01-JUL-2021,,,0,,,4,1482512,"Hudson Pacific Properties, Inc.",HPP,,0001482512,HPP-PC,,,2021-07-06
0001482512-21-000115,2047,"Common Stock, par value $0.01",,,2500.0,,,I,,By pension plan.,,06-JUL-2021,01-JUL-2021,,,0,,,4,1482512,"Hudson Pacific Properties, Inc.",HPP,,0001482512,HPP-PC,,,2021-07-06
0000946724-21-000042,2045,Common Stock,,,901000.0,,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,874866,CORVEL CORP,CRVL,,0000874866,CRVL,,,2021-07-06
0001209191-21-045592,2044,Class A Common Stock,,,175000.0,,,I,,See Footnote,F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1512673,"Square, Inc.",SQ,,0001512673,BSQKZ,,,2021-07-06
0001209191-21-045591,2041,Common Stock,,,629194.0,,,I,,See footnote,F8,06-JUL-2021,01-JUL-2021,,,0,,,4,1661460,"Poseida Therapeutics, Inc.",PSTX,,0001661460,,,,2021-07-06
0001209191-21-045591,2040,Common Stock,,,542985.0,,,D,,See footnote,F7,06-JUL-2021,01-JUL-2021,,,0,,,4,1661460,"Poseida Therapeutics, Inc.",PSTX,,0001661460,,,,2021-07-06
0001209191-21-045591,2043,Common Stock,,,200696.0,,,I,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,1661460,"Poseida Therapeutics, Inc.",PSTX,,0001661460,,,,2021-07-06
0001209191-21-045591,2042,Common Stock,,,961445.0,,,I,,See footnote,F9,06-JUL-2021,01-JUL-2021,,,0,,,4,1661460,"Poseida Therapeutics, Inc.",PSTX,,0001661460,,,,2021-07-06
0001246360-21-000825,2039,Common Shares,,,2000.0,,,D,,,,06-JUL-2021,01-JUL-2021,,,false,,,4,1302350,JMP GROUP LLC,JMP,,0001302350,,,,2021-07-06
0001209191-21-045590,2036,Class A Common Stock,,,1779.0,,,I,,By immediate family member,F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1512673,"Square, Inc.",SQ,,0001512673,BSQKZ,,,2021-07-06
0001209191-21-045590,2037,Class A Common Stock,,,20812.0,,,I,,See Footnote,F3,06-JUL-2021,01-JUL-2021,,,0,,,4,1512673,"Square, Inc.",SQ,,0001512673,BSQKZ,,,2021-07-06
0001209191-21-045590,2038,Class A Common Stock,,,296.0,,,I,,See Footnote,F4,06-JUL-2021,01-JUL-2021,,,0,,,4,1512673,"Square, Inc.",SQ,,0001512673,BSQKZ,,,2021-07-06
0001562180-21-004795,2035,Common Stock,,,7500.0,,,I,,By Justesen Ranches Keogh Plan,,06-JUL-2021,01-JUL-2021,,,false,,,4,902791,BARRETT BUSINESS SERVICES INC,BBSI,,0000902791,BBSI,,,2021-07-06
0001562180-21-004795,2034,Common Stock,,,9499.0,,,I,,By Justesen Ranches,,06-JUL-2021,01-JUL-2021,,,false,,,4,902791,BARRETT BUSINESS SERVICES INC,BBSI,,0000902791,BBSI,,,2021-07-06
0001654954-21-007670,2033,"Common Stock, $.10 Par Value",,,284.0,F3,,I,,By Spouse,,06-JUL-2021,01-JUL-2021,,,,,,4,1129155,MARINE PRODUCTS CORP,MPX,,0001129155,MPX,,,2021-07-06
0001415889-21-003516,2032,Common shares without par value,,,8998.0,F2,,I,,Profit Sharing Trust,,06-JUL-2021,01-JUL-2021,,,,,,4,1800,ABBOTT LABORATORIES,ABT,,0000001800,ABT,,,2021-07-06
0001209191-21-045586,2141,Class A Common Stock,,,77.0,,,I,,"Sequoia Capital USGF Principals Fund IV, L.P.",F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1512673,"Square, Inc.",SQ,,0001512673,BSQKZ,,,2021-07-06
0001209191-21-045586,2140,Class A Common Stock,,,1862.0,,,I,,"Sequoia Capital U.S. Growth Fund IV, L.P.",F2,06-JUL-2021,01-JUL-2021,,,0,,,4,1512673,"Square, Inc.",SQ,,0001512673,BSQKZ,,,2021-07-06
0001209191-21-045586,2142,Class A Common Stock,,,684741.0,,,I,,By estate planning vehicle,,06-JUL-2021,01-JUL-2021,,,0,,,4,1512673,"Square, Inc.",SQ,,0001512673,BSQKZ,,,2021-07-06
0001209191-21-045585,2138,Restricted Share Units,F1,,9549.0,F4,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,1644675,Mimecast Ltd,MIME,"Exhibit 24 Power of Attorney (incorporated by reference to Power of Attorney filed as Exhibit 24 to Form 3 filed by the Reporting Person on January 3, 2019).",0001644675,,,,2021-07-06
0001209191-21-045585,2137,Restricted Share Units,F1,,12500.0,F3,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,1644675,Mimecast Ltd,MIME,"Exhibit 24 Power of Attorney (incorporated by reference to Power of Attorney filed as Exhibit 24 to Form 3 filed by the Reporting Person on January 3, 2019).",0001644675,,,,2021-07-06
0001209191-21-045585,2139,Restricted Share Units,F1,,12239.0,F5,,D,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,1644675,Mimecast Ltd,MIME,"Exhibit 24 Power of Attorney (incorporated by reference to Power of Attorney filed as Exhibit 24 to Form 3 filed by the Reporting Person on January 3, 2019).",0001644675,,,,2021-07-06
0001654954-21-007668,2136,"Common Stock, $.10 Par Value",,,387631.0,F3,,I,,Held indrectly through 2002 Amy R. Kreisler Trust,,06-JUL-2021,01-JUL-2021,,,,,,4,742278,RPC INC,RES,,0000742278,RES,,,2021-07-06
0001104659-21-089496,2135,Common Stock,,,41697116.0,F1,,I,,See footnotes,"F2, F5",06-JUL-2021,25-JUN-2021,,0.0,,,,3,1845815,Payoneer Global Inc.,PAYO,Exhibit 99.1 (Signatures and Joint Filer Information),0001845815,PAYO,,,2021-07-06
0001209191-21-045583,2134,Class A Common Stock,,,492908.0,,,I,,By Wife,,06-JUL-2021,01-JUL-2021,,,0,,,4,1393584,American Well Corp,AMWL,,0001393584,AMWL,,,2021-07-06
0001225208-21-010309,2133,Common Stock,,,4719.0,,,I,,By Trust,,06-JUL-2021,01-JUL-2021,,,,,,4,21665,COLGATE PALMOLIVE CO,CL,,0000021665,CL,,,2021-07-06
0001562180-21-004793,2132,Common Stock,,,1050.0,,,I,,By Spouse,,06-JUL-2021,01-JUL-2021,,,false,,,4,902791,BARRETT BUSINESS SERVICES INC,BBSI,,0000902791,BBSI,,,2021-07-06
0001654954-21-007666,2131,"Rollins, Inc. Common Stock, $1 Par Value",,,94053.0,"F2, F3",,I,,Held indirectly through 2002 Pamela R. Rollins Trust,,06-JUL-2021,01-JUL-2021,,,,,,4,84839,ROLLINS INC,ROL,,0000084839,ROL,,,2021-07-06
0001415889-21-003514,2130,Common shares without par value,,,8998.0,F1,,I,,Profit Sharing Trust,,06-JUL-2021,01-JUL-2021,,0.0,,,,3,1800,ABBOTT LABORATORIES,ABT,,0000001800,ABT,,,2021-07-06
0001415889-21-003514,2129,Common shares without par value,,,20727.0,,,D,,,,06-JUL-2021,01-JUL-2021,,0.0,,,,3,1800,ABBOTT LABORATORIES,ABT,,0000001800,ABT,,,2021-07-06
0000899243-21-027567,2128,Common Stock,,,662500.0,,,I,,See footnotes,"F2, F3",06-JUL-2021,01-JUL-2021,,,0,,,4,1261333,"DOCUSIGN, INC.",DOCU,,0001261333,DOCU,,,2021-07-06
0000723612-21-000042,2127,Common Stock,,,2476.0,,,I,,By 401(k),,06-JUL-2021,02-JUL-2021,,,0,,,4,723612,"AVIS BUDGET GROUP, INC.",CAR,,0000723612,CAR,,,2021-07-06
0001415889-21-003513,2126,Common shares without par value,,,2268.0,F2,,I,,Profit Sharing Trust,,06-JUL-2021,01-JUL-2021,,,,,,4,1800,ABBOTT LABORATORIES,ABT,,0000001800,ABT,,,2021-07-06
0001654954-21-007661,2125,"Comon Stock, $.10 Par Value",,,387631.0,F3,,I,,Held indirectly through the 2002 Pamela R. Rollins Trust,,06-JUL-2021,01-JUL-2021,,,,,,4,742278,RPC INC,RES,,0000742278,RES,,,2021-07-06
0001209191-21-045578,1964,Common Stock,,,8159.0,F4,,I,,By 401(k) plan,,06-JUL-2021,01-JUL-2021,,,0,,,4,880807,AMERICAN SUPERCONDUCTOR CORP /DE/,AMSC,,0000880807,AMSC,,,2021-07-06
0000905729-21-000157,1963,Common Stock,,,4921.82,,,I,,IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,803164,CHOICEONE FINANCIAL SERVICES INC,COFS,,0000803164,COFS,,,2021-07-06
0000905729-21-000155,1958,Common Stock,,,2074.14,,,I,,By IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,803164,CHOICEONE FINANCIAL SERVICES INC,COFS,,0000803164,COFS,,,2021-07-06
0000905729-21-000154,1951,Common Stock,,,2533.0,,,D,,By spouse's trust,,06-JUL-2021,01-JUL-2021,,,0,,,4,803164,CHOICEONE FINANCIAL SERVICES INC,COFS,,0000803164,COFS,,,2021-07-06
0000905729-21-000154,1952,Common Stock,,,17275.0,,,I,,By IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,803164,CHOICEONE FINANCIAL SERVICES INC,COFS,,0000803164,COFS,,,2021-07-06
0000905729-21-000154,1953,Common Stock,,,1323.0,,,I,,By spouse's IRA,,06-JUL-2021,01-JUL-2021,,,0,,,4,803164,CHOICEONE FINANCIAL SERVICES INC,COFS,,0000803164,COFS,,,2021-07-06
0000905729-21-000154,1954,Common Stock,,,164.0,,,I,,,,06-JUL-2021,01-JUL-2021,,,0,,,4,803164,CHOICEONE FINANCIAL SERVICES INC,COFS,,0000803164,COFS,,,2021-07-06
0001562180-21-004786,1955,Series 1 Common Stock,,,288232.0,,,I,,"By Revolution Growth GP II, LP",F5,06-JUL-2021,01-JUL-2021,,,false,,,4,1626450,"BigCommerce Holdings, Inc.",BIGC,,0001626450,BIGC,,,2021-07-06
0000740260-21-000148,1945,Common Stock,,,5000.0,F3,,I,,By Family Trust,,06-JUL-2021,01-JUL-2021,,,0,,,4,740260,"Ventas, Inc.",VTR,,0000740260,VTR,,,2021-07-06
0000740260-21-000148,1946,Common Stock,,,127533.0,F4,,I,,By 2020 Trust,,06-JUL-2021,01-JUL-2021,,,0,,,4,740260,"Ventas, Inc.",VTR,,0000740260,VTR,,,2021-07-06
0000003570-21-000080,1950,Common Stock,,,300.0,,,D,,,,06-JUL-2021,01-JUL-2021,,0.0,,,,3,3570,"Cheniere Energy, Inc.",LNG,EXHIBIT LIST: EX-24 Power of Attorney,0000003570,LNG,,,2021-07-06
